,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Moc,Rodzaj napędu,Typ Silnika,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Kolor,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Bezwypadkowy,Stan,price,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Rodzaj koloru,Pierwsza rejestracja,Serwisowany w ASO,Pierwszy właściciel,Gwarancja dealerska (w cenie),Tuning,VAT marża,Okres gwarancji producenta,Liczba pozostałych rat,Miesięczna rata,Opłata początkowa,Wartość wykupu,lub do (przebieg km),Uszkodzony,VIN,Zarejestrowany jako zabytek
4008,Firmy,Motocykle,KTM,SXF,2008,1 km,450 cm3,,Łańcuch,,Benzyna,Manualna,Krosowy,Czarny,,,,Niemcy,Tak,Używane,13900,,,,,,,,,,,,,,,,,,
4009,Firmy,Motocykle,Lifan,LF,2011,22 695 km,125 cm3,9 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Niebieski,,,,Wielka Brytania,Tak,Używane,2390,,,Perłowy,29/06/2011,Tak,,,,,,,,,,,,,
4010,Firmy,Motocykle,Honda,CBF,2006,15 182 km,,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Inny kolor,,,,Niemcy,Tak,Używane,14300,,,Metalik,,,,,,,,,,,,,,,
4011,Firmy,Motocykle,Yamaha,Raptor,2015,1 000 km,125 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,,,,Wielka Brytania,Tak,Używane,2990,,,Matowy,,,,,,,,,,,,,,,
4012,Osoby prywatnej,Motocykle,KTM,LC,2005,50 000 km,,,,Czterosuwowy,Benzyna,,Enduro,Inny kolor,,,,,,Używane,18500,,Tak,,,,,,,,,,,,,,,,
4013,Firmy,Motocykle,Hyosung,GT,2016,15 000 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,,,,Wielka Brytania,Tak,Używane,4990,,,Matowy,,Tak,,,,Tak,,,,,,,,,
4014,Firmy,Motocykle,Kawasaki,Z,2007,27 000 km,1 000 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,,,Używane,18900,,,Matowy,,,,,,,,,,,,,,,
4015,Firmy,Motocykle,Yamaha,PW,2007,100 km,80 cm3,9 KM,Łańcuch,Dwusuwowy,Benzyna,Półautomatyczna,Krosowy,Biały,,,,Wielka Brytania,Tak,Używane,2990,,,Matowy,,,,,,,,,,,,,,,
4016,Firmy,Motocykle,Yamaha,XVS,2012,25 000 km,950 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,,Tak,Używane,22999,,,Metalik,,,,,,,,,,,,,,,
4017,Firmy,Motocykle,BMW,R,2007,61 000 km,1 200 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,,Tak,Używane,20900,,,Metalik,,Tak,,,,Tak,,,,,,,,,
4018,Firmy,Motocykle,BMW,R,2007,93 000 km,1 200 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Srebrny,,,,,Tak,Używane,19999,,Tak,Metalik,,,,,,Tak,,,,,,,,,
4019,Firmy,Motocykle,Honda,FES,2001,29 700 km,249 cm3,20 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czarny,,,,Wielka Brytania,,Używane,2590,,,Matowy,22/09/2001,,,,,,,,,,,,,,
4020,Firmy,Motocykle,Honda,VTX,2004,4 500 km,1 300 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,Tak,,,Tak,Używane,24999,,,Metalik,,,Tak,,,,,,,,,,,,
4021,Firmy,Motocykle,Honda,CBR,1994,4 300 km,600 cm3,100 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,,,,Wielka Brytania,,Używane,3100,,,,,,,,,Tak,,,,,,,Tak,,
4022,Firmy,Motocykle,BMW,R,2003,140 000 km,1 200 cm3,60 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,Tak,,,,Tak,Używane,19999,WPI G25Y,,Metalik,01/01/2003,,,3 miesięcy,,Tak,,,,,,,,,
4023,Firmy,Motocykle,Kymco,Downtown,2021,1 km,125 cm3,14 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,Tak,Tak,,Tak,Nowe,19990,,,,,,,24 miesięcy,,,,,,,,,,,
4024,Firmy,Motocykle,Benelli,TRK 502,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,Tak,Tak,,Tak,Nowe,26500,,,,,,,24 miesięcy,,,,,,,,,,,
4025,Firmy,Motocykle,Inny,Inny,2021,1 km,800 cm3,50 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,Tak,,Tak,Nowe,43800,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
4026,Firmy,Motocykle,Benelli,TRK 502,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Żółty,Tak,Tak,Tak,,Tak,Nowe,27990,,,,,,,,,,,,,,,,,,
4027,Firmy,Motocykle,Benelli,502 C,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Cruiser,Bordowy,Tak,Tak,Tak,,Tak,Nowe,25990,,,Matowy,,,,24 miesięcy,,,,,,,,,,,
4028,Firmy,Motocykle,Kymco,Downtown,2021,1 km,350 cm3,30 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Biały,,Tak,Tak,,Tak,Nowe,21990,,,,,,,24 miesięcy,,,,,,,,,,,
4029,Firmy,Motocykle,Benelli,TRK 502,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,Tak,Tak,,Tak,Nowe,26500,,,,,,,24 miesięcy,,,,,,,,,,,
4030,Firmy,Motocykle,Kymco,Downtown,2021,1 km,125 cm3,14 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,Tak,Tak,,Tak,Nowe,19990,,,,,,,24 miesięcy,,,,,,,,,,,
4031,Firmy,Motocykle,Benelli,TRK 502,2021,1 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Żółty,Tak,Tak,Tak,,Tak,Nowe,27990,,,,,,,,,,,,,,,,,,
4032,Firmy,Motocykle,Benelli,BN 125,2021,1 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,Tak,Tak,,,Tak,Nowe,11800,,,,,,,24 miesięcy,,,,,,,,,,,
4033,Firmy,Motocykle,Barton,Inny,2021,1 km,48 cm3,3 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,Tak,Tak,,,Tak,Nowe,7199,,,,,,,,,,,,,,,,,,
4034,Osoby prywatnej,Motocykle,Harley-Davidson,Sportster,2020,1 600 km,,,,,Benzyna,,Chopper,Czarny,,Tak,,,,Używane,41900,,,Matowy,,,,,,,,,,,,,,,
4035,Firmy,Motocykle,AJS,Inny,2021,500 km,125 cm3,12 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Wielka Brytania,,Używane,2590,,,Matowy,,,,,,,,,,,,,Tak,,
4036,Firmy,Motocykle,Honda,VFR,1994,49 000 km,750 cm3,102 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Niebieski,,,,Holandia,Tak,Używane,6900,,,,,,Tak,,,Tak,,,,,,,,,
4037,Firmy,Motocykle,BMW,F,2022,1 km,853 cm3,95 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Niebieski,Tak,Tak,Tak,,Tak,Nowe,66790,,,Metalik,,,,60 miesięcy,,,,,,,,,,,
4038,Firmy,Motocykle,Bultaco,Lobito,2003,27 000 km,49 cm3,9 KM,Łańcuch,Dwusuwowy,Benzyna,Manualna,Enduro,Żółty,,,,Wielka Brytania,Tak,Używane,2990,,,Matowy,,Tak,,,,Tak,,,,,,,,,
4039,Firmy,Motocykle,Honda,CBR,2007,10 000 km,125 cm3,15 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,,,,Wielka Brytania,Tak,Używane,3200,,,Matowy,21/09/2007,Tak,,,,,,,,,,,,,
4040,Firmy,Motocykle,Yamaha,X-max,2006,24 300 km,250 cm3,22 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Srebrny,,,,Wielka Brytania,Tak,Używane,4990,,,,21/07/2006,Tak,,,,Tak,,,,,,,,,
4041,Firmy,Motocykle,Yamaha,XVS,2000,17 629 km,1 100 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Fioletowy,,,,Stany Zjednoczone,Tak,Używane,18999,,,Metalik,,,,,,,,,,,,,,,
4042,Firmy,Motocykle,Harley-Davidson,Fat Boy,2000,35 369 km,1 450 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Chopper,Czarny,,,,Stany Zjednoczone,Tak,Używane,44999,,,Metalik,,,,,,,,,,,,,,,
4043,Firmy,Motocykle,BMW,G,2020,1 484 km,313 cm3,34 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Biały,,,,Polska,,Używane,20000,gd10e9,,Perłowy,18/02/2021,,,,,,,,,,,,,,
4044,Osoby prywatnej,Motocykle,Honda,CB,2019,11 000 km,500 cm3,48 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Naked,Czarny,,,,Francja,,Używane,19500,,,Matowy,,,,,,Tak,,,,,,,,,
4045,Firmy,Motocykle,Honda,CBF,2006,27 000 km,600 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czarny,Tak,,,,Tak,Używane,10900,,,Metalik,,,Tak,,,Tak,,,,,,,,,
4046,Firmy,Motocykle,Yamaha,XT,2007,57 000 km,660 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Niebieski,,,,,,Używane,14200,,,,,,,,,,,,,,,,,,
4047,Firmy,Motocykle,Yamaha,YZF,2022,1 km,125 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,Tak,Tak,Tak,,Tak,Nowe,24500,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
4048,Firmy,Motocykle,Vespa,Primavera,2022,1 km,125 cm3,11 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Niebieski,Tak,Tak,Tak,,Tak,Nowe,22500,,,,,,,24 miesięcy,,Tak,,,,,,,,,
4049,Firmy,Motocykle,Vespa,Primavera,2022,1 km,125 cm3,11 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Czerwony,Tak,Tak,,,Tak,Nowe,23500,,,,,,,24 miesięcy,,,,,,,,,,,
4050,Firmy,Motocykle,Yamaha,YZF,2002,34 000 km,,,,,Benzyna,,Sportowy,Niebieski,,,,,,Używane,10000,,,,,,,,,,,,,,,,,,
4051,Firmy,Motocykle,Piaggio,Beverly,2022,1 km,300 cm3,26 KM,,Czterosuwowy,Benzyna,Automatyczna,Skuter,Inny kolor,Tak,Tak,Tak,Polska,Tak,Nowe,28500,,,,,,,24 miesięcy,,,,,,,,,,,
4052,Firmy,Motocykle,Piaggio,Beverly,2016,28 000 km,300 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Srebrny,Tak,,,,Tak,Używane,13300,,,Metalik,,Tak,,,,Tak,,,,,,,,,
4053,Firmy,Motocykle,Suzuki,Burgman,2002,49 000 km,400 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Niebieski,Tak,,,,Tak,Używane,5600,,,Metalik,,,Tak,,,Tak,,,,,,,,,
4054,Firmy,Motocykle,Yamaha,Tmax,2001,44 000 km,500 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Niebieski,Tak,,,,Tak,Używane,7500,,,Perłowy,,,,,,Tak,,,,,,,,,
4055,Firmy,Motocykle,Triumph,Legend TT,2000,16 000 km,900 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Biały,Tak,,,,Tak,Używane,16900,,,Metalik,,,,,,Tak,,,,,,,,,
4056,Firmy,Motocykle,Moto Guzzi,V7,1984,40 000 km,350 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Niebieski,Tak,,,,Tak,Używane,14900,,,,,,,,,Tak,,,,,,,,,
4057,Firmy,Motocykle,Kawasaki,KLE,1992,61 000 km,500 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Bordowy,Tak,,,,Tak,Używane,7900,,,Metalik,,,,,,Tak,,,,,,,,,
4058,Firmy,Motocykle,Kawasaki,VN,2007,24 000 km,900 cm3,,Wał kardana,Czterosuwowy,Benzyna,Manualna,Chopper,Biały,Tak,,,,Tak,Używane,19900,,Tak,,,,,,,Tak,,,,,,,,,
4059,Firmy,Motocykle,Suzuki,Burgman,2009,33 000 km,200 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Skuter,Srebrny,Tak,,,,Tak,Używane,6900,,,,,,,,,Tak,,,,,,,,,
4060,Firmy,Motocykle,Kawasaki,KX,2021,1 km,64 cm3,1 KM,Łańcuch,,Benzyna,Manualna,Enduro,Zielony,,Tak,,,Tak,Nowe,17400,,,,,,,,,,,,,,,,,,
4061,Firmy,Motocykle,Aprilia,Pegaso,2003,37 000 km,650 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Szary,Tak,,,,Tak,Używane,7500,,,Metalik,,,,,,Tak,,,,,,,,,
4062,Firmy,Motocykle,Yamaha,WR,2016,8 000 km,,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Enduro,Biały,,,,,,Używane,15900,,,,,,,,,,,,,,,,,,
4063,Firmy,Motocykle,Inny,Inny,2021,1 km,110 cm3,10 KM,Łańcuch,Czterosuwowy,Benzyna,Automatyczna,Quad,Inny kolor,Tak,Tak,,,Tak,Używane,6899,,,,,,,3 miesięcy,,,,,,,,,,,
4064,Firmy,Motocykle,Inny,Inny,2021,1 km,,3 KM,Łańcuch,Elektryczny,Elektryczny,Automatyczna,Quad,Czarny,Tak,Tak,,Inny,Tak,Nowe,3499,,,Metalik,,,,6 miesięcy,,,,,,,,,,,
4065,Firmy,Motocykle,Junak,Inny,2021,1 km,125 cm3,9 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Beżowy,Tak,Tak,,Inny,Tak,Nowe,8899,,,,,,,24 miesięcy,,,,,,,,,,,
4066,Firmy,Motocykle,Yamaha,Tricity,2022,1 km,292 cm3,28 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Beżowy,Tak,Tak,Tak,Polska,Tak,Nowe,40500,,,,,,,24 miesięcy,,,,,,,,,,,
4067,Firmy,Motocykle,Honda,CBR,2002,54 741 km,600 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czerwony,Tak,,,Niemcy,Tak,Używane,13400,,,Metalik,,,,,,Tak,,,,,,,,,
4068,Firmy,Motocykle,Yamaha,Tenere,2022,1 km,689 cm3,73 KM,Łańcuch,,Benzyna,Manualna,Turystyczny,Niebieski,Tak,Tak,,Polska,Tak,Nowe,49000,,,,,,,,,,,,,,,,,,
4069,Firmy,Motocykle,Yamaha,R6,2020,1 km,599 cm3,118 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,Tak,Tak,,Polska,Tak,Nowe,59000,,,Matowy,,Tak,,,,,,,,,,,,,
4070,Firmy,Motocykle,Honda,Hornet,2005,41 000 km,599 cm3,,Łańcuch,,Benzyna,Manualna,Naked,Niebieski,,,,,Tak,Używane,14800,,,Matowy,,Tak,,,,,,,,,,,,,
4071,Firmy,Motocykle,Peugeot,Tweet,2021,1 km,125 cm3,11 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Szary,Tak,Tak,Tak,,Tak,Nowe,12290,,,,,,,,,,,,,,,,,,
4072,Firmy,Motocykle,Kawasaki,KLE,2000,14 000 km,,,,,Benzyna,,Turystyczny,Srebrny,,,,,,Używane,12000,,,,,,,,,,,,,,,,,,
4073,Osoby prywatnej,Motocykle,Barton,Inny,2015,7 600 km,125 cm3,11 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Bordowy,,,,Polska,Tak,Używane,4650,GKAA41W,Tak,Metalik,,,Tak,,,Tak,,,,,,,,,
4074,Firmy,Motocykle,Polaris,Sportsman,2021,1 km,567 cm3,44 KM,,Czterosuwowy,Benzyna,Automatyczna,Quad,Zielony,Tak,Tak,Tak,Polska,Tak,Nowe,45999,,,Metalik,,,,,,,,,,,,,,,
4075,Osoby prywatnej,Motocykle,Yamaha,XJ,1997,61 621 km,599 cm3,,,,Benzyna,,Turystyczny,Zielony,,,,Niemcy,,Używane,4800,,,Metalik,21/03/1997,,,,,,,,,,,,,,
4076,Firmy,Motocykle,Suzuki,Inny,1993,27 000 km,249 cm3,,Łańcuch,,Benzyna,,Turystyczny,Czarny,,,,Niemcy,Tak,Używane,6600,,,Metalik,,,,,,,,,,,,,,,
4077,Firmy,Motocykle,BMW,F,2022,1 km,894 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,Polska,Tak,Nowe,63910,,,Metalik,,,,,,,,,,,,,,,
4078,Firmy,Motocykle,BMW,R,2021,1 km,1 802 cm3,91 KM,Wał kardana,Czterosuwowy,Benzyna,,Cruiser,Czarny,Tak,Tak,,,Tak,Nowe,119432,,,Metalik,,,,,,,,,,,,,,,
4079,Firmy,Motocykle,BMW,S,2022,1 km,999 cm3,207 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Inny kolor,Tak,Tak,,Polska,Tak,Nowe,108610,,,Perłowy,,,,,,,,,,,,,,,
4080,Firmy,Motocykle,BMW,Inny,2021,1 km,350 cm3,34 KM,,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Czarny,Tak,Tak,,Polska,Tak,Nowe,41610,,,Metalik,,,,,,,,,,,,,,,
4081,Firmy,Motocykle,BMW,F,2022,1 km,853 cm3,95 KM,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,Polska,Tak,Nowe,69570,,,Metalik,,,,,,,,,,,,,,,
4082,Firmy,Motocykle,BMW,R,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,109150,,,Metalik,,,,,,,,,,,,,,,
4083,Firmy,Motocykle,BMW,R,2020,1 km,1 170 cm3,110 KM,Wał kardana,Czterosuwowy,Benzyna,,Naked,Inny kolor,Tak,Tak,,Polska,Tak,Nowe,66380,,,Metalik,,,,,,,,,,,,,,,
4084,Firmy,Motocykle,BMW,GS,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,97020,,,Metalik,,,,,,,,,,,,,,,
4085,Firmy,Motocykle,BMW,R,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,97970,,,Metalik,,,,,,,,,,,,,,,
4086,Firmy,Motocykle,BMW,R,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,102500,,,Metalik,,,,,,,,,,,,,,,
4087,Firmy,Motocykle,BMW,F,2022,1 km,894 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,,Naked,Czarny,Tak,Tak,,Polska,Tak,Nowe,52680,,,Metalik,,,,,,,,,,,,,,,
4088,Firmy,Motocykle,BMW,GS,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,106130,,,Metalik,,,,,,,,,,,,,,,
4089,Firmy,Motocykle,BMW,F,2022,1 km,853 cm3,77 KM,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Biały,Tak,Tak,,Polska,Tak,Nowe,55200,,,Metalik,,,,,,,,,,,,,,,
4090,Firmy,Motocykle,BMW,F,2021,1 km,894 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,Półautomatyczna,Naked,Biały,Tak,Tak,,Polska,Tak,Nowe,52360,,,Metalik,,,,,,,,,,,,,,,
4091,Firmy,Motocykle,BMW,GS,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,105310,,,Metalik,,,,,,,,,,,,,,,
4092,Firmy,Motocykle,BMW,F,2022,1 km,894 cm3,105 KM,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Czerwony,Tak,Tak,,Polska,Tak,Nowe,63610,,,Metalik,,,,,,,,,,,,,,,
4093,Firmy,Motocykle,BMW,GS,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,102830,,,Metalik,,,,,,,,,,,,,,,
4094,Firmy,Motocykle,BMW,R,2022,1 km,1 250 cm3,136 KM,Wał kardana,Czterosuwowy,Benzyna,,Turystyczny,Inny kolor,Tak,Tak,,,Tak,Nowe,100820,,,Metalik,,,,,,,,,,,,,,,
4095,Firmy,Motocykle,Polaris,RZR,2022,1 km,999 cm3,100 KM,,Czterosuwowy,Benzyna,Automatyczna,Quad,Niebieski,Tak,Tak,Tak,,Tak,Nowe,98999,,,,,,,24 miesięcy,,,,,,,,,,,
4096,Firmy,Motocykle,Suzuki,Burgman,2005,56 000 km,400 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Manualna,Skuter,Srebrny,Tak,,,,Tak,Używane,5600,,,Metalik,,,,,,Tak,,,,,,,,,
4097,Firmy,Motocykle,Piaggio,Vespa,2004,21 000 km,125 cm3,,Pas napędowy,Czterosuwowy,Benzyna,,Skuter,Srebrny,Tak,,,,Tak,Używane,6800,,,Metalik,,,Tak,,,Tak,,,,,,,,,
4098,Firmy,Motocykle,Kymco,People,2014,31 000 km,125 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Srebrny,Tak,,,,Tak,Używane,6300,,,,,,Tak,,,Tak,,,,,,,,,
4099,Firmy,Motocykle,Honda,SH,2011,49 000 km,300 cm3,,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Srebrny,Tak,,,,Tak,Używane,8900,,Tak,,,,,,,Tak,,,,,,,,,
4100,Firmy,Motocykle,Yamaha,FZS,2002,41 000 km,600 cm3,,Łańcuch,Czterosuwowy,Benzyna,,Turystyczny,Srebrny,Tak,,,,Tak,Używane,8900,,,,,,Tak,,,Tak,,,,,,,,,
4101,Firmy,Motocykle,Beta,RR,2007,1 000 km,50 cm3,,Łańcuch,Dwusuwowy,Benzyna,Automatyczna,Enduro,Czerwony,Tak,,,,Tak,Używane,6900,,,Metalik,,,Tak,,,,,,,,,,,,
4102,Firmy,Motocykle,Kawasaki,KLE,2010,64 000 km,650 cm3,,Łańcuch,Czterosuwowy,Benzyna,Manualna,Turystyczny,Biały,Tak,,,,Tak,Używane,13200,,,Metalik,,,,,,Tak,,,,,,,,,
4103,Firmy,Motocykle,Peugeot,Django,2021,1 km,125 cm3,10 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Skuter,Biały,Tak,Tak,Tak,,Tak,Nowe,17190,,,Perłowy,,,,24 miesięcy,,,,,,,,,,,
4104,Firmy,Motocykle,Zipp,Volteno,2018,1 km,,,,Elektryczny,Elektryczny,Bezstopniowa,Skuter,Niebieski,Tak,Tak,,Polska,Tak,Używane,6990,,,Metalik,,,,24 miesięcy,,,,,,,,,,,
4105,Firmy,Motocykle,Peugeot,Speedfight,2021,1 km,50 cm3,3 KM,Pas napędowy,Czterosuwowy,Benzyna,Bezstopniowa,Skuter,Czerwony,Tak,Tak,Tak,,Tak,Nowe,14890,,,,,,,,,,,,,,,,,,
4106,Osoby prywatnej,Motocykle,Honda,GL,2016,15 500 km,1 800 cm3,118 KM,,,Benzyna,Manualna,Turystyczny,Czerwony,,,,Stany Zjednoczone,,Używane,81000,PSE MU35,Tak,Metalik,,,Tak,,,,,,,,,,,,
4107,Firmy,Motocykle,BMW,K,2008,6 883 km,1 171 cm3,114 KM,Wał kardana,Czterosuwowy,Benzyna,Manualna,Turystyczny,Czerwony,Tak,,,Polska,Tak,Używane,46690,,Tak,,,Tak,Tak,,,,,,,,,,,,
4108,Firmy,Motocykle,Polaris,Sportsman,2022,1 km,499 cm3,30 KM,Wał kardana,Czterosuwowy,Benzyna,Automatyczna,Quad,Czerwony,Tak,Tak,Tak,Polska,Tak,Nowe,33990,,,,,,,,,,,,,,,,,,
4109,Osoby prywatnej,Motocykle,Harley-Davidson,Street 750,2015,10 878 km,,,,,Benzyna,,Naked,Czarny,,,,Stany Zjednoczone,,Używane,20000,csw 1kf5,Tak,,,,,,Tak,,,,,,,,,,
4110,Osoby prywatnej,Motocykle,Yamaha,R6,2010,30 000 km,599 cm3,128 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Biały,,,,,Tak,Używane,29900,KR484L,Tak,Perłowy,12/05/2010,,Tak,,Tak,,,,,,,,,,
4111,Firmy,Motocykle,Honda,CBR,1994,39 000 km,600 cm3,100 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Sportowy,Czarny,,,,Holandia,Tak,Używane,6900,,,,,,Tak,,,Tak,,,,,,,,,
4112,Firmy,Motocykle,Ducati,Monster,2016,4 200 km,1 198 cm3,160 KM,Łańcuch,,Benzyna,Manualna,Naked,Czerwony,,,,,,Używane,59900,,Tak,Metalik,,Tak,,,,,,,,,,,,,
4113,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,976 cm3,90 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,Kanada,Tak,Nowe,95095,,,Matowy,,,,,,,,,,,,,,,
4114,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,976 cm3,80 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Zielony,Tak,Tak,,Kanada,Tak,Nowe,89500,,,Metalik,,,,,,,,,,,,,,,
4115,Firmy,Motocykle,Can-Am,Outlander Max,2021,1 km,976 cm3,80 KM,Pas napędowy,Czterosuwowy,Benzyna,Automatyczna,Quad,Czarny,Tak,Tak,,Kanada,Tak,Nowe,83492,,,Matowy,,,,,,,,,,,,,,,
4116,Osoby prywatnej,Motocykle,Honda,VF,1996,59 800 km,748 cm3,88 KM,Łańcuch,Czterosuwowy,Benzyna,Manualna,Chopper,Srebrny,,,,,Tak,Używane,13500,,Tak,Metalik,,,,,,,,,,,,,,,
4117,Firmy,Motocykle,Triumph,Speed Twin,2021,1 km,1 200 cm3,100 KM,Łańcuch,Czterosuwowy,Benzyna,,Naked,Czerwony,,,,,Tak,Nowe,57500,,,,,,,,,,,,,,,,,,
4118,Firmy,Motocykle,Triumph,Bonneville Bobber,2021,1 km,1 200 cm3,78 KM,Łańcuch,,Benzyna,Manualna,Chopper,Inny kolor,,Tak,,,Tak,Nowe,70400,,,,,,,,,,,,,,,,,,
